2.96609	-0.0301198	-0.0745858	-0.148437	0.141212	0.129265
2.65873	0.0144036	0.0140173	-0.173992	0.126818	0.0935933
2.40402	-0.00929716	0.050719	-0.176177	0.105589	0.0773879
-2.94514	0.0421689	-0.146636	-0.159626	0.153548	0.170645
-2.69599	0.140255	-0.174462	-0.128108	0.171333	0.214784
-2.9633	-0.101069	-0.491106	-0.144637	0.137383	0.163502
-2.97084	-0.177259	-0.793432	-0.103079	0.128588	0.119958
3.09325	0.0779846	-0.445125	-0.156141	0.13903	0.206896
2.93939	0.0063251	-0.832389	-0.142923	0.141441	0.240089
2.66611	0.285278	0.35357	-0.120288	0.0648731	0.0728243
-2.90023	-0.0185819	-0.51779	-0.118102	0.149383	0.149397
-2.85735	0.0265411	0.801403	-0.134777	0.129765	0.312772
3.1013	0.0613	0.333909	-0.195449	0.12407	0.145415
2.94907	-0.0300863	-0.57303	-0.140537	0.142721	0.236077
