71.8141	58.6976	71.7846	58.7226
105.458	57.917	105.453	57.8407
140.569	57.5495	140.693	57.4322
176.19	57.4622	176.144	57.5383
66.8549	89.0563	66.8119	89.0986
102.471	89.0319	102.619	88.9305
140.278	88.967	140.341	88.8582
178.284	88.6994	178.326	88.8899
62.0162	123.419	62.0401	123.49
99.9438	124.23	99.7996	124.362
139.954	124.797	139.855	124.78
180.246	124.843	180.23	124.692
62.9167	72.6444	62.7805	72.687
91.2847	71.3644	91.2663	71.1919
121.219	70.0545	121.336	69.8788
152.055	68.6899	152.166	68.7991
56.2711	93.9156	56.3224	94.0295
86.9931	93.0097	86.971	92.9813
119.58	91.7732	119.642	91.915
153.361	90.7609	153.291	90.8674
49.2872	119.113	49.2969	119.097
82.3113	118.78	82.2091	118.827
117.613	118.336	117.722	118.217
154.569	117.362	154.501	117.266
70.1824	74.4096	70.2097	74.3493
93.7895	71.6504	93.6852	71.6414
119.661	68.8792	119.613	68.8597
147.65	66.0325	147.726	66.0793
60.8672	93.9132	61.0014	93.917
85.4975	92.002	85.5341	92.0061
113.069	90.013	113.051	89.9269
143.338	87.6103	143.298	87.7136
51.0547	116.143	50.9885	116.203
76.4013	115.461	76.4486	115.525
105.632	114.682	105.526	114.586
137.934	113.398	138.004	113.345
82.4966	66.243	82.4098	66.1912
107.015	61.777	107.004	61.7272
134.784	57.0135	134.91	56.9847
166.04	52.0294	165.97	52.1019
76.49	92.7313	76.562	92.9006
102.063	89.9981	101.939	89.9704
131.089	86.766	131.119	86.6891
163.886	83.1347	164.019	83.0977
70.6268	121.955	70.7191	122.045
96.7465	121.257	96.6828	121.16
126.92	119.925	126.923	119.907
161.515	118.18	161.438	118.196
84.2548	49.0711	84.2362	49.1522
110.726	46.6087	110.598	46.5562
141.291	44.1358	141.435	44.0257
176.856	41.7064	176.761	41.792
79.3965	81.167	79.3873	80.9478
105.834	81.0278	106.005	80.8487
137.218	80.8931	137.432	80.8865
173.765	81.2361	173.795	81.1342
75.0916	114.023	75.0047	114.116
101.623	116.506	101.593	116.838
133.065	119.755	133.163	119.827
170.094	123.004	169.905	122.985
96.9618	73.0095	96.834	72.8401
124.683	75.1726	124.645	75.0966
156.835	77.9224	156.872	77.9248
193.348	81.3359	193.298	81.403
94.5429	105.948	94.5961	105.788
121.93	110.393	121.956	110.533
153.459	115.898	153.605	115.853
189.328	121.782	189.325	121.638
92.949	137.608	92.862	137.644
119.433	144.444	119.506	144.582
150.023	151.864	150.164	152.038
184.714	159.72	184.579	159.722
71.9749	71.9048	71.8605	71.7526
101.215	73.1156	101.164	73.14
135.581	74.9932	135.647	75.0339
175.074	77.6124	175.105	77.5389
75.8191	105.312	75.7387	105.278
104.175	109.167	104.343	109.221
137.491	113.506	137.617	113.615
175.443	118.345	175.287	118.345
79.9283	136.143	79.9642	136.171
107.535	141.993	107.611	142.053
139.334	148.247	139.342	148.256
174.841	154.519	174.808	154.504
18.1147	56.6032	18.0984	56.6565
56.7889	52.0955	56.7734	52.2331
101.845	48.4754	101.776	48.3424
150.685	45.3097	150.726	45.4216
23.9275	98.7125	23.9381	98.6464
62.0546	97.1093	62.063	97.0839
105.767	95.5714	105.899	95.3434
153.142	93.6111	153.235	93.5248
31.4009	137.646	31.4454	137.659
68.4797	138.444	68.3836	138.393
110.317	138.203	110.26	138.37
155.134	137.478	155.098	137.461
27.746	60.6773	27.6234	60.5591
74.7772	55.7115	74.5456	55.5679
123.75	51.6073	123.74	51.6591
171.378	48.9505	171.247	49.0302
32.2355	108.654	32.1878	108.573
78.6634	104.705	78.7236	104.607
127.165	100.139	127.292	100.378
174.152	96.188	174.128	96.222
38.8859	154.152	39.0762	154.07
83.9551	150.978	84.0694	151.083
130.656	146.597	130.84	146.679
176	141.266	175.976	141.289
36.7059	56.6243	36.6195	56.6763
81.5475	54.873	81.6611	54.8218
124.419	53.9114	124.6	54.0094
163.235	53.8411	163.161	54.0016
38.845	103.234	38.7742	103.277
85.3021	100.197	85.267	100.081
129.19	97.1312	129.315	97.0377
168.501	94.4318	168.559	94.3162
43.52	151.615	43.5385	151.578
90.2077	146.915	90.1921	147.01
134.526	141.516	134.312	141.589
173.452	136.083	173.492	135.952
41.7682	36.7768	41.8324	36.7666
89.0686	37.4103	89.2668	37.4558
132.27	39.2944	132.442	39.4057
169.572	41.9626	169.583	42.0145
44.029	85.0979	43.817	85.0423
94.5738	83.2652	94.477	83.3622
