x	y	kxx	kxy	kyy
719.524	618.25	0.00319191	-0.00105412	0.00282383
1037.42	693.814	0.00330787	0.000579474	0.00346576
1494.55	792.629	0.00762588	0.00192489	0.00629888
768.577	222.375	0.00676299	-0.00262247	0.00403987
918.309	209.24	0.00541776	-0.00160098	0.00315281
1126.45	191.941	0.00507095	-0.00110739	0.00232695
1428.51	169.086	0.00749224	-0.000393785	0.00238341
671.609	353.384	0.00490238	-0.00202305	0.00375907
828.314	363.518	0.00357551	-0.000858582	0.00257436
1062.28	379.263	0.00356338	-0.000518161	0.00208698
1437.34	406.539	0.00708885	0.00057018	0.00295825
541.993	529.288	0.00423227	-0.00201808	0.00397733
700.533	585.285	0.00344425	-0.00139351	0.00336626
960.12	675.532	0.00274292	-0.000193063	0.00392448
1434.66	833.392	0.00731888	0.00162404	0.00591145
672.183	213.861	0.00204797	-0.000238352	0.00384125
837.821	214.619	0.00189033	-0.000240833	0.00320171
1085.15	216.08	0.00267167	-0.000694469	0.00283383
1477.68	224.44	0.00527097	-0.000657171	0.00333808
645.483	420.877	0.00246731	-4.21116e-05	0.00422887
799.826	460.914	0.00241955	-2.90855e-05	0.00302252
1027.4	520.15	0.00245524	0.000159537	0.00248061
1388.19	612.91	0.00616569	0.000565765	0.0039608
620.897	615.195	0.0028222	0.000293936	0.00514182
765.105	689.868	0.00262856	0.000258004	0.00454059
974.17	796.816	0.00327603	0.000865851	0.00451834
1292.33	951.614	0.00698741	0.000863194	0.0048628
680.155	261.312	0.00216076	0.000177094	0.0032312
882.454	276.428	0.00205192	-3.26115e-05	0.00292357
1156.11	297.429	0.003136	-0.000514843	0.00262981
1529.03	330.675	0.00551304	-0.000296342	0.00398402
671.323	480.842	0.00301312	0.000371338	0.00353906
857.942	525.636	0.00250959	0.000250167	0.00285573
1104.98	584.923	0.00340951	0.000462449	0.00288022
1438.39	663.428	0.00626552	0.000190376	0.00382423
664.002	674.451	0.00312058	0.000590031	0.00434886
836.93	741.577	0.00361105	0.000593219	0.00442158
1061.56	827.704	0.00454268	0.00100483	0.00390126
1352.03	931.751	0.00794744	0.000460694	0.00417913
607.702	267.274	0.00241728	0.000439731	0.00198722
923.508	320.331	0.00203589	6.87803e-05	0.00239771
1144.39	358.391	0.00344432	-0.000612742	0.00377864
1306.72	386.352	0.00359795	-0.000852091	0.00509083
591.971	585.967	0.0038166	-0.000379756	0.00231803
889.933	583.811	0.00295844	-0.000355894	0.00271646
1103.35	582.024	0.00388664	-0.000318968	0.00435832
1263.15	580.363	0.00499272	-0.00123146	0.00542477
583.674	855.147	0.00518022	-0.000407894	0.0029028
860.558	814.461	0.00404819	-0.00097821	0.00362158
1066.79	781.883	0.00488464	-0.00107601	0.00498976
1222.61	755.583	0.00462916	-0.00172641	0.00602041
