425.724	208.219	425.84	207.992
700.883	212.229	700.751	212.06
974.77	219.434	974.666	219.182
1239.56	227.126	1239.36	227.338
401.269	482.714	401.486	482.627
688.467	486.472	688.485	486.483
973.443	489.759	973.368	489.839
1248.55	492.913	1248.38	492.938
385.229	774.942	385.32	775.412
676.813	781.435	677.168	781.373
972.06	780.909	971.834	780.815
1255.41	777.083	1255.68	777.424
513.542	183.335	513.918	183.242
765.598	197.572	765.429	197.276
1017.73	213.61	1017.71	213.204
1266.02	229.59	1265.69	229.948
426.314	413.313	426.124	413.385
720.604	430.694	720.505	430.607
1017.06	447.609	1016.95	447.782
1307.94	464.583	1307.49	464.585
318.785	730.987	319.2	731.083
658.803	760.596	658.949	760.587
1015.5	779.563	1015.42	779.435
1359.78	791.126	1360.61	791.6
516.523	276.911	516.522	276.662
783.262	280.733	783.114	280.514
1053.74	286.015	1053.88	285.841
1323.64	292.187	1323.39	292.272
550.145	530.337	550.225	530.49
793.193	535.645	793.289	536.009
1038.98	541.203	1038.91	541.28
1284.31	546.282	1284.08	546.296
580.255	740.911	580.525	740.818
802.006	747.192	802.116	747.334
1026.51	752.484	1026.27	752.492
1249.54	756.322	1249.75	756.387
489.544	418.2	489.514	418.065
810.698	417.178	810.688	417.18
1145.03	416.879	1145.15	416.983
1480.16	418.377	1480.25	418.026
570.173	672.986	570.303	673.057
836.593	676.357	836.544	676.909
1110.87	679.591	1111.06	679.687
1387.99	681.07	1387.68	680.796
629.194	850.641	629.044	850.412
854.767	856.606	854.879	856.61
1087.57	860.72	1086.84	860.516
1319.5	861	1319.82	861.337
472.634	219.808	472.624	219.605
811.519	271.272	811.352	271.282
1088.11	315.612	1088.19	315.489
1313.55	351.988	1313.3	352.13
445.104	550.178	445.227	550.149
783.124	568.86	783.089	569.173
1059.43	583.45	1059.56	583.519
1285.18	594.821	1285.13	594.785
430.993	863.272	430.984	863.336
756.76	856.843	757.038	856.683
1031.56	843.896	1031.19	843.585
1255.22	829.898	1255.54	830.207
737.096	180.445	737.293	180.679
1023.36	298.82	1023.18	298.85
1210.17	377.19	1210.54	377.042
1341.75	432.367	1341.62	432.207
651.468	522.206	651.55	522.235
959.041	570.967	959.065	570.965
1159.22	602.293	1159.54	602.416
1299.43	624.316	1299.44	624.122
571.629	867.379	570.802	867.54
893.459	847.89	893.767	847.68
1107.13	831.358	1106.88	830.799
1255.11	817.556	1255.22	817.776
547.634	238.704	547.806	238.663
731.808	234.535	731.605	234.317
965.989	230.189	966.018	229.975
1269.62	225.473	1269.55	225.911
532.808	453.366	532.806	453.35
713.437	474.756	713.218	474.815
942.391	501.995	942.369	501.89
1239.28	536.835	1238.93	536.736
519.894	663.103	520.159	663.281
696.187	709.334	696.059	709.295
919.309	766.043	919.332	766.017
1205.48	836.178	1206.06	836.265
602.545	251.942	602.72	252.005
749.485	231.966	749.316	231.808
968.634	202.51	968.482	202.464
1323.36	157.924	1323.73	158.328
591.715	453.654	591.665	453.727
734.37	473.059	734.175	473.144
946.053	502.14	945.797	501.83
1289.26	548.145	1288.64	547.909
581.786	650.049	582.05	650.183
720.249	707.003	720.116	706.838
923.878	789.379	923.871	789.169
1245.22	913.458	1246.25	913.809
820.828	71.9859	821.547	72.4923
1069.06	188.97	1068.98	188.913
1256.74	279.237	1256.96	278.758
1403.08	349.457	1402.58	349.595
748.495	295.64	748.722	295.967
1069.29	403.688	1069.14	403.572
1295.51	480.115	1295.6	480.255
1460.68	536.744	1460.38	536.702
618.594	703.676	618.19	703.883
1067.78	754.435	1067.87	754.142
1350.18	782.272	1349.57	781.802
1530.67	794.784	1531.64	795.279
812.585	156.438	813.238	156.567
1023.75	219.454	1023.52	219.31
1211.6	276.476	1211.89	276.146
1379.93	327.357	1379.65	327.703
749.711	305.028	749.74	304.915
1019.36	374.071	1019.19	373.981
1253.39	434.249	1253.45	434.317
1454.72	486.617	1454.57	486.705
637.384	569.282	637.322	569.547
1011.34	638.174	1011.24	638.193
1319.55	693.245	1319.06	692.724
1559.38	730.193	1560.14	730.34
745.77	251.987	746.295	251.875
911.935	251.165	912.075	251.094
1116.42	250.956	1116.72	250.544
1371.63	250.862	1371.99	251.232
646.331	375.772	646.47	375.65
838.091	391.051	838.19	390.991
1087.93	411.172	1087.86	411.241
1419.19	438.637	1419.79	438.8
496.898	563.515	496.561	564.25
719.524	618.25	719.007	618.257
1037.42	693.814	1037.52	693.988
1494.55	792.629	1493.75	791.562
768.577	222.375	768.931	222.307
918.309	209.24	918.245	209.179
1126.45	191.941	1126.62	191.543
1428.51	169.086	1429.45	169.436
671.609	353.384	671.567	353.4
828.314	363.518	828.354	363.644
1062.28	379.263	1061.86	379.4
1437.34	406.539	1438.22	406.666
541.993	529.288	541.72	529.955
700.533	585.285	700.118	585.234
960.12	675.532	960.115	675.849
1434.66	833.392	1433.86	832.168
672.183	213.861	672.304	214.06
837.821	214.619	837.702	214.545
1085.15	216.08	1085.04	216.105
1477.68	224.44	1478.13	224.774
645.483	420.877	645.405	420.943
799.826	460.914	799.798	461.053
1027.4	520.15	1027.19	519.96
1388.19	612.91	1387.97	612.72
620.897	615.195	620.948	615.378
765.105	689.868	764.979	689.684
974.17	796.816	973.978	796.286
1292.33	951.614	1293.11	951.791
680.155	261.312	680.256	261.389
882.454	276.428	882.47	276.45
1156.11	297.429	1156.11	297.46
1529.03	330.675	1529.26	330.71
671.323	480.842	671.196	480.955
857.942	525.636	857.91	525.825
1104.98	584.923	1105.06	584.936
1438.39	663.428	1438.19	663.286
664.002	674.451	663.919	674.466
836.93	741.577	836.848	741.49
1061.56	827.704	1061.12	827.036
1352.03	931.751	1352.56	931.999
607.702	267.274	607.729	267.114
923.508	320.331	923.319	320.359
1144.39	358.391	1144.55	358.235
1306.72	386.352	1306.58	386.256
591.971	585.967	592.252	586.131
889.933	583.811	889.848	584.108
1103.35	582.024	1103.52	582.108
1263.15	580.363	1263.08	580.344
583.674	855.147	583.353	855.028
860.558	814.461	860.796	814.385
1066.79	781.883	1066.51	781.632
1222.61	755.583	1222.73	755.842
