x	y	kxx	kxy	kyy
150.985	146.851	0.0440572	-0.00279406	0.0522975
183.512	153.123	0.036148	0.00262611	0.0421889
89.8254	75.5361	0.0292802	-0.00333414	0.0387416
114.876	78.8488	0.0324262	-0.0032782	0.0423801
143.635	82.5646	0.0404977	0.00127995	0.0477705
176.221	86.8206	0.0310903	0.00384788	0.0378919
83.1484	105.91	0.03319	-0.00383923	0.0466526
108.154	110.948	0.0436994	-0.00275642	0.0647879
136.524	117.214	0.0436755	-0.00276965	0.0676236
169.289	123.398	0.0389866	-0.000495966	0.0532773
77.0213	136.027	0.0303014	-0.000173388	0.0468514
101.555	143.346	0.0373386	-0.00223045	0.0591637
129.673	151.381	0.0405555	-0.00246357	0.0638182
161.427	159.861	0.0353345	0.00138141	0.0540318
46.9873	73.4195	0.0252931	-0.0036726	0.0280248
75.2314	74.6983	0.0244596	-0.0019421	0.0351422
108.845	76.4699	0.0414757	-0.0024115	0.0478083
147.592	78.4444	0.0352425	0.00269333	0.0504679
43.8536	108.883	0.0208001	3.76566e-05	0.0345622
72.0191	113.106	0.0314314	0.000798658	0.0448464
105.154	117.883	0.050017	0.00228152	0.0637179
144.311	122.544	0.0566779	-0.00127678	0.0583687
42.0699	143.386	0.0235241	0.00370706	0.0409308
69.6485	150.339	0.0278386	0.0036401	0.0437299
102.263	157.651	0.0431387	0.0055907	0.0547571
139.923	165.322	0.0468565	0.00507329	0.0489012
33.351	48.8029	0.0144505	0.000228293	0.015992
68.3241	49.2893	0.0151346	-0.000208241	0.0172308
108.01	50.332	0.0260127	-0.000409815	0.0248344
151.066	52.0631	0.0268913	0.00300932	0.0256284
33.5252	87.6393	0.016236	0.000967352	0.0186731
67.9785	90.2274	0.0237761	0.000640033	0.0272988
107.057	93.0186	0.0462366	0.0033392	0.0508808
149.275	95.8124	0.052616	0.00275424	0.0536469
35.3184	124.396	0.023951	0.00317972	0.0249646
68.6163	128.695	0.0353528	0.00210601	0.0335481
106.343	133.021	0.0530111	0.00545072	0.0502333
147.308	137.106	0.059435	0.00344119	0.0527914
58.2866	59.5754	0.0193711	0.000835167	0.0177058
96.6313	61.9697	0.029072	-0.000292808	0.0258971
136.878	64.8415	0.0402001	-0.000476651	0.0354192
176.968	67.9474	0.0307427	-0.000359607	0.0309186
58.3128	97.3783	0.0270259	0.000605221	0.0264308
95.3531	100.423	0.0427782	0.000563024	0.0402276
133.858	103.416	0.0599177	0.000619625	0.0540972
172.42	106.104	0.0504635	-0.0044388	0.0447084
59.221	131.762	0.0359179	0.0013228	0.031007
94.3042	135.251	0.0522619	0.00320404	0.0380455
131.185	138.475	0.0622761	-2.93174e-05	0.0481946
168.022	140.948	0.056978	-0.00213634	0.0403335
60.9915	54.7368	0.020469	0.000335161	0.0213649
114.687	55.83	0.0423895	-0.000516246	0.0397041
165.992	57.3488	0.0405859	-0.00279744	0.0414952
211.159	59.0977	0.0215722	-0.0025608	0.0303227
61.4463	107.694	0.041208	-0.00110474	0.0331092
113.275	107.415	0.071222	-0.00376577	0.0622047
162.873	107.021	0.0648787	-0.00661235	0.0660567
206.426	106.036	0.035828	-0.00671397	0.0451995
63.7794	154.94	0.0435992	0.000533633	0.038846
112.238	154.306	0.0646918	-0.00375589	0.0574253
158.875	151.491	0.0605675	-0.00522362	0.0535825
200.861	148.761	0.0561758	-0.00796427	0.0484336
36.5444	47.0906	0.015154	0.000678521	0.0154954
87.47	48.3057	0.024717	-0.000882306	0.0274643
133.938	50.1874	0.0317616	0.00107492	0.0378525
174.269	52.0955	0.0258156	0.00224883	0.0366204
36.9938	100.685	0.0264251	-0.000666739	0.0254189
88.2819	99.2677	0.0479452	-0.00191197	0.0535221
134.893	98.2346	0.0601742	0.000805881	0.0740718
175.063	96.4388	0.0442697	-0.000645876	0.0651988
39.9879	152.842	0.0347874	-0.00057996	0.0336295
89.5349	149.536	0.0570465	-0.000568367	0.0508106
135.211	144.742	0.0637226	-0.0153668	0.0784723
174.342	139.643	0.0486427	-0.00678547	0.0796074
82.12	29.5474	0.0256267	0.00453712	0.0168547
112.883	38.8955	0.0247185	0.00345267	0.0189701
142.666	48.1667	0.0316868	0.00423154	0.0227221
170.616	57.138	0.0370636	0.00811369	0.0310793
73.9901	56.18	0.0223425	0.00246186	0.0193503
106.789	65.7237	0.034469	0.0039102	0.0302198
138.463	75.2704	0.0400919	0.00494956	0.034622
168.193	83.8825	0.0392023	0.00670708	0.038664
65.482	86.6726	0.0250935	0.00155491	0.0193406
100.141	96.4008	0.0422092	0.00264828	0.0346147
133.703	105.331	0.0462282	0.00221473	0.0447509
165.367	113.362	0.0435678	0.0029376	0.0430437
76.2526	31.2292	0.0303535	0.00182997	0.0185578
107.136	39.1577	0.0255455	0.00139157	0.0185429
138.377	47.4982	0.0258116	0.00161922	0.020753
169.244	56.0347	0.0312761	0.00454959	0.0236451
66.0234	58.675	0.0252442	0.000563607	0.0182783
98.2608	67.313	0.0304417	0.000197823	0.0247865
131.349	76.0308	0.0414518	0.00222463	0.0351581
163.981	84.7828	0.0399471	0.00151473	0.0351587
55.2636	89.1354	0.0266442	0.000789583	0.0227735
89.1483	98.5809	0.0358634	9.93728e-05	0.0309606
123.592	107.435	0.0479982	0.00288583	0.0429493
157.675	116.454	0.0507361	0.00247174	0.0433233
