2.69066	-0.0502885	-0.0234837	-0.0600022	0.038258	0.138379
2.32305	-0.00560441	0.0094654	-0.0682537	0.0319549	0.117066
2.3765	0.165079	-0.306684	-0.0596575	0.0244413	0.16962
2.52469	0.235004	-0.605803	-0.0500901	0.0428848	0.182042
2.68753	0.241224	-0.756246	-0.0522381	0.0597258	0.21099
2.85865	0.248432	-0.785585	-0.066003	0.0601674	0.211714
3.00788	0.114769	-0.647003	-0.0836832	0.062565	0.181042
-2.98251	-0.0724248	0.274664	-0.0850614	0.0477482	0.17056
-2.89137	-0.104679	0.039096	-0.0722239	0.0525978	0.177093
-2.92601	-0.0374438	-0.290912	-0.0565624	0.0574476	0.12312
-3.06414	0.0164744	-0.652375	-0.0625271	0.0554767	0.104321
2.65936	0.300667	0.375023	-0.0681406	0.0159286	0.156759
2.73216	0.346132	0.131282	-0.078664	0.0182655	0.166264
