-0.0749739	0	-1	0	-0.0938848	-0.476951	-0.0130949	-2.9069	-34.9261	12.6856	-1785.95	2.38208	134.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.0938848	0	-1	0	-0.570919	-0.0151724	13.5012	-91.5258	-12.3389	8.23666	-1782.46	169.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.232277	0	-1	0	-0.0862647	-4.66438	-0.377274	-9.26252	-37.8609	32.4561	-1701.87	18.7587	400.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.0862647	0	-1	0	-1.74208	-0.142158	12.9977	-120.089	-17.2854	24.7818	-1757.89	150.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.256759	0	-1	0	0.0981431	6.07821	0.557501	0	0	0	0	0	0	17.1749	-73.3177	27.2101	-1464.39	21.3356	-383.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0981431	0	-1	0	2.16926	0.179136	0	0	0	0	0	0	87.3918	-23.9946	-14.3133	25.7808	-1526.02	-145.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.121064	0	-1	0	0.0998576	1.0231	0.0361483	0	0	0	0	0	0	8.36485	-77.7452	29.3036	-1544.87	6.93957	-187.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0998576	0	-1	0	0.740964	0.0222847	0	0	0	0	0	0	89.2635	-50.9132	-28.6333	11.773	-1551.39	-153.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0189304	0	-1	0	0.100335	-0.0825442	-0.00154187	0	0	0	0	0	0	-1.51146	-82.9048	37.6778	-1564.55	-6.88129	28.9964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.100335	0	-1	0	0.358481	0.00540581	0	0	0	0	0	0	89.7948	-77.6631	-42.8638	-1.8109	-1556.67	-154.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.157878	0	-1	0	0.099597	-1.78599	-0.083044	0	0	0	0	0	0	-11.1816	-88.6079	51.6871	-1525.43	-20.65	241.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
